name,twitter,followers,followees,location,link,ratio
KarenJeanMatsko Hood,@KarenJeanHood,327622,298648,"Spokane, Washington USA",https://twitter.com/KarenJeanHood,1.0970172242908038
hashtags,@hashtags,319531,73592,"Chicago, IL",https://twitter.com/hashtags,4.341925752799217
greg nazvanov,@gregnazvanov,318184,254918,Sydney,https://twitter.com/gregnazvanov,1.24818176825489
Fredo Animal Rescue ,@fredo_prince,282190,12112,Tommy and Chrissy Pistone,https://twitter.com/fredo_prince,23.298381770145312
350 dot org,@350,252718,19516,Everywhere,https://twitter.com/350,12.949272391883582
OnGood,@OnGood,244196,1027,To the right of the dot ;),https://twitter.com/OnGood,237.77604673807207
Climate Reality,@ClimateReality,234543,3162,"Washington, D.C. ",https://twitter.com/ClimateReality,74.17552182163188
Oceana,@Oceana,229064,1805,Global,https://twitter.com/Oceana,126.90526315789474
John Ahrends,@jahrends,228715,14672,"iPhone: 33.003479,-96.992584",https://twitter.com/jahrends,15.588535986913849
Social Good List,@SocialGoodList,197666,1278,Worldwide,https://twitter.com/SocialGoodList,154.6682316118936
Mike Watkins,@Spichael1964,190572,37954,"Gloucester, UK",https://twitter.com/Spichael1964,5.021130842598936
Baratunde,@baratunde,175188,10335,"Brooklyn, NY",https://twitter.com/baratunde,16.950943396226414
NSPCC,@NSPCC,173029,3668,UK,https://twitter.com/NSPCC,47.17257360959651
Philanthropy,@Philanthropy,171066,3150,"Washington, D.C.",https://twitter.com/Philanthropy,54.306666666666665
The Buried Life,@theburiedlife,170116,15686,,https://twitter.com/theburiedlife,10.845084788983808
Brian A Russell,@britektire,170008,30633,Denver Colorado,https://twitter.com/britektire,5.549831880651585
Michael Q Todd,@mqtodd,167747,91556,"Tokyo, Japan",https://twitter.com/mqtodd,1.8321792127222682
Social Media Club,@socialmediaclub,164878,73551,,https://twitter.com/socialmediaclub,2.2416826419763156
Norden Bladet,@NordenBladet,161716,48752,Serving Nordic countries,https://twitter.com/NordenBladet,3.31711519527404
Polar Bear Trust,@PolarBearTrust,147744,28820,International,https://twitter.com/PolarBearTrust,5.126439972241499
Gaye Crispin,@GayeCrispin,145506,11821,Sydney AU,https://twitter.com/GayeCrispin,12.309110904322816
EnviroNews,@EnviroNewsTV,144788,78078,USA,https://twitter.com/EnviroNewsTV,1.854402008248162
Earth Hour,@earthhour,142727,1232,Global,https://twitter.com/earthhour,115.84983766233766
Friends of the Earth,@wwwfoecouk,142066,10139,"London, UK",https://twitter.com/wwwfoecouk,14.011835486734393
TechPayout,@TechPayout,141677,124052,United States,https://twitter.com/TechPayout,1.1420775158804373
David Suzuki FDN,@DavidSuzukiFDN,138920,11201,Canada,https://twitter.com/DavidSuzukiFDN,12.402464065708418
SoPlaceNOW,@SoPlacers,137845,90935,"Kuala Lumpur, Malaysia",https://twitter.com/SoPlacers,1.5158629790509706
GoogleEarth Outreach,@earthoutreach,134009,1592,"Mountain View, California, USA",https://twitter.com/earthoutreach,84.17650753768844
Brian Mawdsley,@brianmawdsley,131427,50041,Cape Town,https://twitter.com/brianmawdsley,2.6263863631821907
Rainforest Alliance,@RnfrstAlliance,130485,9425,"New York, NY",https://twitter.com/RnfrstAlliance,13.844562334217507
SitePoint,@sitepointdotcom,129434,43690,"Melbourne, Australia",https://twitter.com/sitepointdotcom,2.962554360265507
Richie Kawamoto,@richiekawamoto,128984,86678,"Seattle, WA",https://twitter.com/richiekawamoto,1.488082327695609
David G griffiths,@Bensonix,127964,122089,Leeds,https://twitter.com/Bensonix,1.048120633308488
CMRTODAY,@CMRTODAY,126239,719894,"Nashville, Tennessee",https://twitter.com/CMRTODAY,0.17535776100370332
Jim Harris,@JimHarris,124612,83274,"Toronto, Canada",https://twitter.com/JimHarris,1.496409443523789
Andy Magro,@RealAndyMagro,123378,12576,Los Angeles & Rome,https://twitter.com/RealAndyMagro,9.810591603053435
World Resources Inst,@WorldResources,117562,10741,"BRA, CHN, EUR, IND, IDN, USA",https://twitter.com/WorldResources,10.945163392607764
TimeForAnOilChange,@SilentOilSpills,113552,69852,Wherever clean water is valued,https://twitter.com/SilentOilSpills,1.6256084292504152
Classier Deals,@ClassierDeals,112160,54574,Chicago far far North Suburbs,https://twitter.com/ClassierDeals,2.055191116648954
Foundation Center,@fdncenter,111655,1157,United States,https://twitter.com/fdncenter,96.5038893690579
Maggie Rawlinson,@maggietranquila,111067,59794,San Diego,https://twitter.com/maggietranquila,1.8574940629494598
POP  VALER,@POP__VALER,107444,114792,TRANSYLVANIA    ,https://twitter.com/POP__VALER,0.9359885706320998
Sociafy,@Sociafy,107040,49953,"Chicago, IL",https://twitter.com/Sociafy,2.1428142453906673
EDF,@EnvDefenseFund,106653,4201,"New York, New York",https://twitter.com/EnvDefenseFund,25.387526779338252
City of Sydney,@cityofsydney,106395,813,"Sydney, Australia",https://twitter.com/cityofsydney,130.8671586715867
GetUp!,@GetUp,104509,6457,Australia,https://twitter.com/GetUp,16.185380207526716
Kim & Steve Starry,@KStarry,103511,81026,Orlando,https://twitter.com/KStarry,1.27750351738948
USGBC,@USGBC,99714,25222,"Washington, DC",https://twitter.com/USGBC,3.9534533343906113
CrowdTCause,@CrowdTCause,96366,112244,Worldwide,https://twitter.com/CrowdTCause,0.8585403228680375
Australian Labor,@AustralianLabor,96092,15364,Australia,https://twitter.com/AustralianLabor,6.254360843530331
Pro Aus Com ,@Pro_Aus_Com,95131,104551,Sydney,https://twitter.com/Pro_Aus_Com,0.909900431368423
Idealist,@idealist,94669,4896,"New York, NY / Portland, OR",https://twitter.com/idealist,19.335988562091504
food_democracy,@food_democracy,92752,58084,Earth,https://twitter.com/food_democracy,1.5968597204049308
CrowdTNonProfit,@TeeNonProfit,92571,110791,,https://twitter.com/TeeNonProfit,0.8355462086270545
John Butler Trio,@JohnButlerTrio,89152,364,Australia,https://twitter.com/JohnButlerTrio,244.92307692307693
Tim Burrowes,@mumbrella,88358,24322,"Sydney, Australia",https://twitter.com/mumbrella,3.632842693857413
WWF Climate Savers,@climatesavers,87540,13995,Global,https://twitter.com/climatesavers,6.255091103965702
David Pocock,@pocockdavid,87233,620,"Canberra, ACT",https://twitter.com/pocockdavid,140.69838709677418
Start-Ups.Co,@StartUpsBio,87207,88824,Worldwide,https://twitter.com/StartUpsBio,0.981795460686301
CrowdTNGO,@CrowdTNGO,86874,90587,Worldwide,https://twitter.com/CrowdTNGO,0.9590117787320477
Mark Colvin,@Colvinius,86862,2740,@amworldtodaypm ,https://twitter.com/Colvinius,31.701459854014598
ABC Radio Brisbane,@612brisbane,86775,39599,"Brisbane, Australia",https://twitter.com/612brisbane,2.191343215737771
EcoWatch,@EcoWatch,86131,19784,,https://twitter.com/EcoWatch,4.353568540234533
Start-Ups.Co,@StartUpsGreen,85726,86308,Worldwide,https://twitter.com/StartUpsGreen,0.9932567085322334
The Conversation,@ConversationEDU,84221,1604,Australia,https://twitter.com/ConversationEDU,52.506857855361595
CrowdTAssoc,@CrowdTAssoc,83479,85615,Worldwide,https://twitter.com/CrowdTAssoc,0.9750511008584944
Adam Bandt,@AdamBandt,82417,20842,Melbourne,https://twitter.com/AdamBandt,3.954370981671625
MichaelLearnsToRock,@OFFICIALMLTR,82299,57300,Listen free Spotify link below,https://twitter.com/OFFICIALMLTR,1.436282722513089
Steve Momorella,@GreenNewsDaily,82194,63990,"Charlottesville, VA",https://twitter.com/GreenNewsDaily,1.284481950304735
Michael O'Loughlin,@molfamily,81959,40671,"McMinnville, OR",https://twitter.com/molfamily,2.015170514617295
Laura Halligan,@lauraoncesmilez,81692,1611,,https://twitter.com/lauraoncesmilez,50.7088764742396
Earthjustice,@Earthjustice,80899,20231,Planet Earth,https://twitter.com/Earthjustice,3.9987642726508823
Nine News Brisbane,@9NewsBrisbane,80810,10063,"Brisbane, Australia ",https://twitter.com/9NewsBrisbane,8.030408426910464
Lost on ABC,@Lost_on_ABC,79962,25586,Somewhere in the South Pacific,https://twitter.com/Lost_on_ABC,3.125224732275463
,@RumiShishido,79889,86372,,https://twitter.com/RumiShishido,0.9249409530866485
Start-Ups.Co,@StartUpsRecycle,79559,82684,Worldwide,https://twitter.com/StartUpsRecycle,0.9622055052972763
Essendon FC,@EssendonFC,76149,28732,@TrueValueSolar Centre,https://twitter.com/EssendonFC,2.65032020047334
Earth911.com,@Earth911,73779,6308,"Dallas, TX",https://twitter.com/Earth911,11.696100190234622
Matador Network,@MatadorNetwork,73017,12509,Worldwide ,https://twitter.com/MatadorNetwork,5.837157246782317
Tom Ballard,@TomCBallard,72828,5276,Australia,https://twitter.com/TomCBallard,13.803639120545869
katharnavas,@katharnavas,72294,81041,India,https://twitter.com/katharnavas,0.8920669784430103
Yale Environment 360,@YaleE360,71642,2253,"New Haven, CT",https://twitter.com/YaleE360,31.798490901020863
Carlton FC,@CarltonFC,68734,36256,Ikon Park,https://twitter.com/CarltonFC,1.8957965578111209
Intrepid Travel,@Intrepid_Travel,68331,5791,Worldwide,https://twitter.com/Intrepid_Travel,11.79951649110689
Wilderness Society,@Wilderness,67896,4564,United States,https://twitter.com/Wilderness,14.876424189307626
Sierra Magazine,@Sierra_Magazine,67506,16192,"San Francisco, CA",https://twitter.com/Sierra_Magazine,4.169095849802371
Sprout Social,@SproutSocial,66355,26493,"Chicago, IL, USA",https://twitter.com/SproutSocial,2.504623862907183
The Intl Wanderer,@theintlwanderer,66305,96680,,https://twitter.com/theintlwanderer,0.6858191973520894
Barnaby Joyce,@Barnaby_Joyce,65108,815,,https://twitter.com/Barnaby_Joyce,79.88711656441718
Ways2GoGreen Blog,@Ways2GoGreen,63860,56409,"Louisville, Kentucky",https://twitter.com/Ways2GoGreen,1.1320888510698648
IUCN,@IUCN,62449,1455,"Gland, Switzerland",https://twitter.com/IUCN,42.92027491408935
Defenders Wildlife,@Defenders,62283,4090,"Washington, DC",https://twitter.com/Defenders,15.228117359413202
Chuck Rouse,@wicara,61784,45904,Australia,https://twitter.com/wicara,1.3459393516904845
The Advertiser,@theTiser,60975,24577,"Adelaide, South Australia",https://twitter.com/theTiser,2.480978150303129
Alternative Energy ,@AlternativeNRG,60849,64989,Australia,https://twitter.com/AlternativeNRG,0.9362969117850714
James Johnson CHR,@JamesJohnsonCHR,60054,63642,,https://twitter.com/JamesJohnsonCHR,0.9436221363250683
triplejHack,@triplejHack,58524,3870,Australia,https://twitter.com/triplejHack,15.122480620155038
Optus,@Optus,57296,9285,Australia,https://twitter.com/Optus,6.170813139472267
SUSTAINABILITY NEWS ,@diana_dehm_snae,57174,18610,"Los Angeles, CA",https://twitter.com/diana_dehm_snae,3.0722192369693713
Rob Edwards,@Lionheart0075,55839,51025,"Camberwell, Victoria Australia",https://twitter.com/Lionheart0075,1.094345908868202
ABC Current Affairs,@amworldtodaypm,55611,2510,Australia,https://twitter.com/amworldtodaypm,22.15577689243028
Laurel Papworth,@SilkCharm,55296,49110,"Sydney, Australia",https://twitter.com/SilkCharm,1.125962125839951
Lenore Taylor,@lenoretaylor,54205,2014,Canberra,https://twitter.com/lenoretaylor,26.914101290963256
Lesscancer,@Lesscancer,53995,41947,Global,https://twitter.com/Lesscancer,1.2872195866212124
Scott Ludlam,@SenatorLudlam,53747,2477,* get a warrant *,https://twitter.com/SenatorLudlam,21.69842551473557
Penguin Books Aus,@PenguinBooksAus,53576,10769,Australia,https://twitter.com/PenguinBooksAus,4.9750208933048565
U.S. Fish & Wildlife,@USFWSPacific,53171,10978,"Portland, OR",https://twitter.com/USFWSPacific,4.843414100929131
